pageid,title,wikitext,anlam,parcalar,yeni_parcalar,degisti_mi,muhtemel aynılar
229883,Şeytanın dostluğu darağacına kadardır,#ERROR!,"# Kötü arkadaş, kişiyi yoldan çıkarıp ölüme kadar sürükleyebilir. Ama ölümün eşiğinde onu kaderiyle baş başa bırakır. ","kötü, arkadaş, kişiyi, kişi, yoldan, yol, çıkarıp, ölüme, ölüm, kadar, sürükleyebilir, sürüklemek, ölümün, ölüm, eşiğinde, eşik, onu, on, kaderiyle, kader, baş, başa, baş, bırakır","kötü, arkadaş, kişiyi, kişi, yoldan, yol, çıkarıp, ölüme, ölüm, kadar, sürükleyebilir, sürüklemek, ölümün, ölüm, eşiğinde, eşik, onu, on, kaderiyle, kader, baş, başa, baş, bırakır",0,
229884,Şeytanla kabak ekenin kabak başına patlar,#ERROR!,"# Kurnaz ve hileci bir kimse ile ortaklık eden kişi, hilenin kurbanı olur. ","kurnaz, hileci, hile, bir, kimse, ortaklık, eden, ede, kişi, hilenin, hile, kurbanı, kurban, olur","kurnaz, hileci, hile, bir, kimse, ortaklık, eden, ede, kişi, hilenin, hile, kurbanı, kurban, olur",0,
181513,Şeytanla ortak buğday eken samanını alır,#ERROR!,"# ""Hilekar, sorumsuz kimselerle ortak olanlar, yapılan işin zararını yüklenirler"" anlamında bir söz.","hilekar, hilekâr, sorumsuz, kimselerle, kimse, ortak, olanlar, yapılan, yapılanmak, işin, iş, zararını, zarar, yüklenirler, yüklemek, anlamında, anlam, bir, söz","hilekar, hilekâr, sorumsuz, kimselerle, kimse, ortak, olanlar, yapılan, yapılanmak, işin, iş, zararını, zarar, yüklenirler, yüklemek, anlamında, anlam, bir, söz",0,
229874,"Şık şık eden nalçadır, iş bitiren akçadır",#ERROR!,"# Değerli nesneye bir yönüyle benzeyen şey, onun yerini tutmaz. Örneğin nalça da maden paragibi şık şık diye ses çıkarır, ama onun gibi iş bitirmez. ","değerli, nesneye, nesne, bir, yönüyle, yön, benzeyen, onun, onmak, yerini, yer, tutmaz, tutmak, örneğin, nalça, maden, paragibi, şık, şık, ses, çıkarır, onun, onmak, iş, bitirmez, bitirmek","değerli, nesneye, nesne, bir, yönüyle, yön, benzeyen, onun, onmak, yerini, yer, tutmaz, tutmak, örneğin, nalça, maden, paragibi, şık, şık, ses, çıkarır, onun, onmak, iş, bitirmez, bitirmek",0,
181514,Şimşek çakmadan gök gürlemez,#ERROR!,"# ""Söylenen,konuşulan her olay daha önceki başka bir olaydan kaynaklıdır"" anlamında bir söz.","söylenen, konuşulan, konuşu, olay, önceki, önce, başka, bir, olaydan, olay, kaynaklıdır, kaynak, anlamında, anlam, bir, söz","söylenen, konuşulan, konuşu, olay, önceki, önce, başka, bir, olaydan, olay, kaynaklıdır, kaynak, anlamında, anlam, bir, söz",0,
229873,Şöhret afettir,#ERROR!,"# Kişinin kazandığı ün, her zaman hoşa giden bir durum sağlamaz. Kendisini sıkan, rahatsızeden durumlara da yol açar: Ünlü bir doktor, ünlü bir şarkıcı, ünlü bir usta... özgürlüğünün tadınıgereği gibi çıkaramaz. Gücünü aşan istekler, zorlamalar karşısında bunalır. Kıskanılarak üzücüdurumlara da düşebilir. ","kişinin, kişi, kazandığı, kazanmak, ün, zaman, hoşa, hoş, giden, gide, bir, durum, sağlamaz, sağlamak, kendisini, kendi, sıkan, sıkmak, rahatsızeden, durumlara, durum, yol, açar, ünlü, ün, bir, doktor, ünlü, ün, bir, şarkıcı, şarkı, ünlü, ün, bir, usta, özgürlüğünün, özgürlük, tadınıgereği, çıkaramaz, gücünü, güç, aşan, aşmak, istekler, istek, zorlamalar, zorlamak, karşısında, karşı, bunalır, bunalmak, kıskanılarak, kıskanmak, üzücüdurumlara, düşebilir","kişinin, kişi, kazandığı, kazanmak, ün, zaman, hoşa, hoş, giden, gide, bir, durum, sağlamaz, sağlamak, kendisini, kendi, sıkan, sıkmak, rahatsızeden, durumlara, durum, yol, açar, ünlü, ün, bir, doktor, ünlü, ün, bir, şarkıcı, şarkı, ünlü, ün, bir, usta, özgürlüğünün, özgürlük, tadınıgereği, çıkaramaz, gücünü, güç, aşan, aşmak, istekler, istek, zorlamalar, zorlamak, karşısında, karşı, bunalır, bunalmak, kıskanılarak, kıskanmak, üzücüdurumlara, düşebilir",0,"('Şöhret felakettir', 84, 181506)"
181506,Şöhret felakettir,#ERROR!,"# ""Ünlü olmak birçok sıkıntıyı da beraberinde getirir"" anlamında bir söz.","ünlü, ün, olmak, birçok, sıkıntıyı, sıkıntı, beraberinde, getirir, anlamında, anlam, bir, söz","ünlü, ün, olmak, birçok, sıkıntıyı, sıkıntı, beraberinde, getirir, anlamında, anlam, bir, söz",0,
229886,"Şubatın sonundan, martın onundan kork",#ERROR!,# Uzun yılların gözlemi göstermiştir ki şubat sonunda ve martın onunda hava çok fırtınalı ve soğuk olur.-T-,"uzun, yılların, yıl, gözlemi, gözlem, göstermiştir, göstermek, şubat, sonunda, martın, martı, onunda, on, hava, fırtınalı, fırtına, soğuk, olur, t","uzun, yılların, yıl, gözlemi, gözlem, göstermiştir, göstermek, şubat, sonunda, martın, martı, onunda, on, hava, fırtınalı, fırtına, soğuk, olur, t",0,
229965,Tabağa sorarsan dünyada fena koku olmaz,#ERROR!,"# Kötü işlerle uğraşan kimse, kötü iş diye bir şey tanımaz. ","kötü, işlerle, iş, uğraşan, kimse, kötü, iş, bir, tanımaz, tanımak","kötü, işlerle, iş, uğraşan, kimse, kötü, iş, bir, tanımaz, tanımak",0,
229966,"Tabak mısın, it bokuna muhtaçsın",#ERROR!,# En değersiz nesnenin ya da hiç beğenilmeyen kişinin de işe yaradığı konu vardır.,"değersiz, nesnenin, nesne, beğenilmeyen, beğenmek, kişinin, kişi, işe, işemek, yaradığı, yaramak, konu, vardır, varmak","değersiz, nesnenin, nesne, beğenilmeyen, beğenmek, kişinin, kişi, işe, işemek, yaradığı, yaramak, konu, vardır, varmak",0,
181654,Tabak sevdiği deriyi yerden yere çalar,#ERROR!,"# ""İnsanlar,ileride başarılı olmasını istedikleri kişileri kıyasıya çalıştırırlar"" anlamında bir söz.","i, nsanlar, ileride, ileri, başarılı, başarı, olmasını, olmak, istedikleri, istemek, kişileri, kişi, kıyasıya, çalıştırırlar, çalışmak, anlamında, anlam, bir, söz","i, nsanlar, ileride, ileri, başarılı, başarı, olmasını, olmak, istedikleri, istemek, kişileri, kişi, kıyasıya, çalıştırırlar, çalışmak, anlamında, anlam, bir, söz",0,"('Tabak sevdiği deriyi yerden yere çarpar', 96, 229967)"
229967,Tabak sevdiği deriyi yerden yere çarpar,#ERROR!,"# Kişi, eğitimine önem verdiği, ya da beğendiği kimseyi hırpalarcasına çalıştırır. ","kişi, eğitimine, eğitim, önem, verdiği, vermek, beğendiği, beğenmek, kimseyi, kimse, hırpalarcasına, çalıştırır, çalışmak","kişi, eğitimine, eğitim, önem, verdiği, vermek, beğendiği, beğenmek, kimseyi, kimse, hırpalarcasına, çalıştırır, çalışmak",0,
229968,"Tabancanın dolusu bir kişiyi korkutur, boşu kırk kişiyi",#ERROR!,"# Kişi, gücünü kullanarak istediği şeyi elde edebilir. Ama bunu yapmayıp çevreyi eyleme geçme korkusu içinde bırakırsa daha çok şeyler ele geçirir. Nitekim dolu tabanca ile ancak bir kişi vurulabilir. Bunu gören kimseler artık ondan korkmazlar. Ama boş tabancadan herkes korkar. Çünkü dolu sanılır ve kime karşı kullanılacağı bilinmez. ","kişi, gücünü, güç, kullanarak, kul, istediği, istemek, şeyi, şey, elde, edebilir, bunu, bun, yapmayıp, yapmak, çevreyi, çevre, eyleme, eylem, geçme, geçmek, korkusu, korku, içinde, bırakırsa, şeyler, şey, ele, elemek, geçirir, nitekim, dolu, tabanca, ancak, bir, kişi, vurulabilir, vurulmak, bunu, bun, gören, kimseler, kimse, artık, ondan, on, korkmazlar, korkmak, boş, tabancadan, tabanca, herkes, korkar, korkmak, dolu, sanılır, kime, kim, karşı, kullanılacağı, kul, bilinmez","kişi, gücünü, güç, kullanarak, kul, istediği, istemek, şeyi, şey, elde, edebilir, bunu, bun, yapmayıp, yapmak, çevreyi, çevre, eyleme, eylem, geçme, geçmek, korkusu, korku, içinde, bırakırsa, şeyler, şey, ele, elemek, geçirir, nitekim, dolu, tabanca, ancak, bir, kişi, vurulabilir, vurulmak, bunu, bun, gören, kimseler, kimse, artık, ondan, on, korkmazlar, korkmak, boş, tabancadan, tabanca, herkes, korkar, korkmak, dolu, sanılır, kime, kim, karşı, kullanılacağı, kul, bilinmez",0,"('Tabancanın dolusu bir kişiyi,boşu kırk kişiyi korkutur', 83, 181655)"
181655,"Tabancanın dolusu bir kişiyi,boşu kırk kişiyi korkutur",#ERROR!,"# ""Tabancayı,sinirli olunan durumlarda lüzumsuz yere kullanmak sahibinin başına dert açar.Ama tabanca;taşıyan kişinin belinde iken çok kimse bu durumdan ürker"" anlamında bir söz.","tabancayı, tabanca, sinirli, olunan, durumlarda, durum, lüzumsuz, lüzum, yere, yer, kullanmak, sahibinin, sahib, başına, baş, dert, açar, tabanca, taşıyan, taşımak, kişinin, kişi, belinde, belin, iken, kimse, durumdan, durum, ürker, ürkmek, anlamında, anlam, bir, söz","tabancayı, tabanca, sinirli, olunan, durumlarda, durum, lüzumsuz, lüzum, yere, yer, kullanmak, sahibinin, sahip, başına, baş, dert, açar, tabanca, taşıyan, taşımak, kişinin, kişi, belinde, bel, iken, kimse, durumdan, durum, ürker, ürkmek",1,
181656,Talihsiz hacıyı deve üstünde yılan sokar,#ERROR!,"# ""Düşündüğünü uygulaması nasip olmayacak kişinin karşısına, hatıra hayale gelmeyen engeller çıkar"" anlamında bir söz.","düşündüğünü, düşünmek, uygulaması, uygulamak, nasip, olmayacak, olmak, kişinin, kişi, karşısına, karşı, hatıra, hayale, hayal, gelmeyen, gelmek, engeller, engel, çıkar, anlamında, anlam, bir, söz","düşündüğünü, düşünmek, uygulaması, uygulamak, nasip, olmayacak, olmak, kişinin, kişi, karşısına, karşı, hatıra, hayale, hayal, gelmeyen, gelmek, engeller, engel, çıkar",1,
229969,Tamah varken müflis acından ölmez,#ERROR!,"# Elinde avucunda bir şey bulunmamakla birlikte küçük kazançları beğenmeyen kişi, büyük kazanç hayaliyle geçinir. ","elinde, el, avucunda, avuç, bir, bulunmamakla, bulunmak, birlikte, küçük, kazançları, kazanç, beğenmeyen, beğenmek, kişi, büyük, kazanç, hayaliyle, hayalî, geçinir, geçinmek","elinde, el, avucunda, avuç, bir, bulunmamakla, bulunmak, birlikte, küçük, kazançları, kazanç, beğenmeyen, beğenmek, kişi, büyük, kazanç, hayaliyle, hayalî, geçinir, geçinmek",0,
229970,Tan yeri ağarınca hırsızın gözü kararır,#ERROR!,"# Kirli işler yaparak çıkar sağlayan kişi, buna elverişli olan durum sona erince sersemleşir,hiçbir iş yapamaz olur. ","kirli, kir, işler, işlemek, yaparak, çıkar, sağlayan, kişi, buna, bunamak, elverişli, olan, o, durum, sona, erince, erinç, sersemleşir, sersem, hiçbir, iş, yapamaz, olur","kirli, kir, işler, iş, yaparak, çıkar, sağlayan, kişi, buna, elverişli, olan, durum, sona, erince, ermek, sersemleşir, sersem, hiçbir, iş, yapamaz, olur",1,
181657,Tandır başında bağ dikmek kolaydır,#ERROR!,"# ""Hayal kurmakla sorunlar çözümlenemez. Esas problem,düşleri uygulama alanına sokmaktır"" anlamında bir söz.","hayal, kurmakla, kurmak, sorunlar, sorun, çözümlenemez, çözümlemek, esas, problem, düşleri, düş, uygulama, uygulamak, alanına, alan, sokmaktır, sokmak, anlamında, anlam, bir, söz","hayal, kurmakla, kurmak, sorunlar, sorun, çözümlenemez, çözümlemek, esas, problem, düşleri, düş, uygulama, uygulamak, alanına, alan, sokmaktır, sokmak",1,
229977,"Tarla çayırda, bağ bayırda",#ERROR!,"# Tarla düz ve nemli yerde, bağ bayırda bulunursa daha verimli olur. ","tarla, düz, nemli, nem, yerde, yer, bağ, bayırda, bayır, bulunursa, verimli, verim, olur","tarla, düz, nemli, nem, yerde, yer, bağ, bayırda, bayır, bulunursa, verimli, verim, olur",0,"('Tarla çayırda,bağ bayırda', 98, 181658)"
181658,"Tarla çayırda,bağ bayırda",#ERROR!,"# ""Tarla ve bağ alırken yerlerine dikkat edilmelidir"" anlamında bir söz.","tarla, bağ, alırken, yerlerine, yer, dikkat, edilmelidir, anlamında, anlam, bir, söz","tarla, bağ, alırken, yerlerine, yer, dikkat, edilmelidir",1,
229971,Tarlada izi olmayanın harmanında yüzü olmaz,#ERROR!,# Bir iş ile ilgilenmeyenin iş sonucu elde edilenlerden hakkı olmaz.,"bir, iş, ilgilenmeyenin, ilgilenmek, iş, sonucu, sonuç, elde, edilenlerden, hakkı, hakk, olmaz","bir, iş, ilgilenmeyenin, ilgilenmek, iş, sonucu, sonuç, elde, edilenlerden, hakkı, hak, olmaz",1,
229972,"Tarlanın iyisi suya yakın, daha iyisi eve yakın",#ERROR!,"# Suya yakın yerdeki tarla değerlidir. Çünkü sulanması kolaydır. Eve yakın olan tarla dahadeğerlidir. Çünkü çapalama, gübreleme, ekme, ürünü koruma ve devşirme... gibi işlerin hepsiçok kolaylıkla ve yollarda vakit geçirilmeden yapılabilir. ","suya, su, yakın, yerdeki, yer, tarla, değerlidir, değerli, sulanması, sulanmak, kolaydır, kolay, eve, ev, yakın, olan, o, tarla, dahadeğerlidir, çapalama, çapalamak, gübreleme, gübrelemek, ekme, ekmek, ürünü, ürün, koruma, korumak, devşirme, işlerin, iş, hepsiçok, kolaylıkla, yollarda, yol, vakit, geçirilmeden, yapılabilir","suya, su, yakın, yerdeki, yer, tarla, değerlidir, değerli, sulanması, sulanmak, kolaydır, kolay, eve, ev, yakın, olan, tarla, daha, değerlidir, çapalama, çapalamak, gübreleme, gübrelemek, ekme, ekmek, ürünü, ürün, koruma, korumak, devşirme, işlerin, iş, hepsi, kolaylıkla, yollarda, yol, vakit, geçirilmeden, yapılabilir",1,
229973,"Tarlanın taşlısı, kızın saçlısı, öküzün başlısı",#ERROR!,"# Tarlanın taşlısı, kızın uzun saçlısı, öküzün büyük başlısı daha çok beğenilir. ","tarlanın, tarla, taşlısı, taş, kızın, kızmak, uzun, saçlısı, saç, öküzün, öküz, büyük, başlısı, başlı, beğenilir","tarlanın, tarla, taşlısı, taş, kızın, uzun, saçlısı, saç, öküzün, öküz, büyük, başlısı, başlı, beğenilir",1,
229974,"Tarlayı düz al, kadını kız al",#ERROR!,"# Tarla alacak kimse, düz yerden almalı, bayırdan, engebeli yerden almamalıdır. Evlenecek erkek de dul kadını değil, kızı yeğlemelidir. ","tarla, alacak, kimse, düz, yerden, yer, almalı, almak, bayırdan, bayır, engebeli, engebe, yerden, yer, almamalıdır, almak, evlenecek, ev, erkek, dul, kadını, kadın, değil, kızı, kız, yeğlemelidir, yeğlemek","tarla, alacak, kimse, düz, yerden, yer, almalı, almak, bayırdan, bayır, engebeli, engebe, yerden, yer, almamalıdır, almak, evlenecek, ev, erkek, dul, kadını, kadın, değil, kızı, kız, yeğlemelidir, yeğlemek",0,
229975,"Tarlayı koçan zaptetmez, saban zapteder",#ERROR!,# Elinizde tarlanın sadece tapusu bulunmakla malınız var sayılmaz. Onu ekip biçebiliyorsanız malınız var demektir.,"elinizde, el, tarlanın, tarla, sadece, tapusu, tapu, bulunmakla, bulunmak, malınız, mal, var, varmak, sayılmaz, onu, on, ekip, biçebiliyorsanız, biçmek, malınız, mal, var, varmak, demektir, demek","elinizde, el, tarlanın, tarla, sadece, tapusu, tapu, bulunmakla, bulunmak, malınız, mal, var, sayılmaz, onu, ekip, biçebiliyorsanız, biçmek, malınız, mal, var, demektir, demek",1,
229976,"Tarlayı taşlı yerden, kızı kardaşlı yerden",#ERROR!,"# Taşlı tarlanın tahılı daha güzel olur. Erkek kardeşi bulunan kız da hem sarkıntılıklara karşı korunmuş, hem de kardeşine hizmet ederek ileride kocasına nasıl hizmet edileceğine alışmış olur. ","taşlı, taş, tarlanın, tarla, tahılı, tahıl, güzel, olur, erkek, kardeşi, kardeş, bulunan, kız, kızmak, sarkıntılıklara, sarkıntı, karşı, korunmuş, korun, kardeşine, kardeş, hizmet, ederek, ileride, ileri, kocasına, koca, hizmet, edileceğine, alışmış, alış, olur","taşlı, taş, tarlanın, tarla, tahılı, tahıl, güzel, olur, erkek, kardeşi, kardeş, bulunan, kız, sarkıntılıklara, sarkıntı, karşı, korunmuş, korunmak, kardeşine, kardeş, hizmet, ederek, ileride, ileri, kocasına, koca, hizmet, edileceğine, alışmış, alışmak, olur",1,
229978,Tas yere düşmeden çanlamaz,#ERROR!,"# Ortada dolaşan dedikodu, büsbütün asılsız olamaz. Kötü bir iş yapılmış olmasaydı böyle söylentiler ortaya çıkmazdı. ","ortada, orta, dolaşan, dolaşmak, dedikodu, büsbütün, asılsız, asıl, olamaz, kötü, bir, iş, yapılmış, olmasaydı, olmak, böyle, söylentiler, söylenti, ortaya, ortay, çıkmazdı, çıkmaz","ortada, orta, dolaşan, dolaşmak, dedikodu, büsbütün, asılsız, asıl, olamaz, kötü, bir, iş, yapılmış, olmasaydı, olmak, böyle, söylentiler, söylenti, ortaya, orta, çıkmazdı, çıkmaz",1,
229962,Taş altında olmasın da dağ ardında olsun,#ERROR!,# Ayrılık zordur. Tanrı ölüm ayrılığı vermesin.,"ayrılık, zordur, zor, tanrı, ölüm, ayrılığı, ayrılık, vermesin, vermek","ayrılık, zordur, zor, tanrı, ölüm, ayrılığı, ayrılık, vermesin, vermek",0,
229961,"Taş çömleğe çarparsa vay çömleğin haline, çömlek taşa çarparsa yine vay çömleğin",#ERROR!,"# Güçlüyle güçsüz çarpışırsa -saldıran ister güçlü, ister güçsüz olsun- güçsüzün yenilmesiyle sonuçlanır. ","güçlüyle, güç, güçsüz, güç, çarpışırsa, çarpışmak, saldıran, salmak, ister, güçlü, ister, güçsüz, güç, olsun, olmak, güçsüzün, güç, yenilmesiyle, yemek, sonuçlanır, sonuçlanmak","güçlüyle, güç, güçsüz, güç, çarpışırsa, çarpışmak, saldıran, saldırmak, ister, güçlü, ister, güçsüz, güç, olsun, olmak, güçsüzün, güç, yenilmesiyle, yenilmek, sonuçlanır, sonuçlanmak",1,
229963,Taş düştüğü yerde ağırdır,#ERROR!,"# Kişinin değerini en iyi bilenler, kendi çevresinde bulunanlardır. Onun için hatırı, daha çok kendi çevresinde sayılır. ","kişinin, kişi, değerini, değer, iyi, bilenler, bilen, kendi, çevresinde, çevre, bulunanlardır, onun, onmak, hatırı, hatır, kendi, çevresinde, çevre, sayılır","kişinin, kişi, değerini, değer, iyi, bilenler, bilmek, kendi, çevresinde, çevre, bulunanlardır, onun, hatırı, hatır, kendi, çevresinde, çevre, sayılır",1,
229964,Taş taşa söykenir,#ERROR!,"# İnsanlar önemli, büyük işleri, birbirlerine dayanarak başarırlar. ","i, nsanlar, önemli, önem, büyük, işleri, iş, birbirlerine, birbiri, dayanarak, dayanmak, başarırlar, başarır","insanlar, önemli, önem, büyük, işleri, iş, birbirlerine, birbiri, dayanarak, dayanmak, başarırlar, başarmak",1,
210403,Taşı ısıramayanın öpmesi gerekir,#ERROR!,"# ""Karşındaki kişiyi yenemeyeceksen, dediklerini yapmak varlığını sürdürmeni sağlıyabilir"" anlamında bir söz. ","karşındaki, karşı, kişiyi, kişi, yenemeyeceksen, yemek, dediklerini, demek, yapmak, varlığını, varlık, sürdürmeni, sürdürmek, sağlıyabilir, anlamında, anlam, bir, söz","karşındaki, karşı, kişiyi, kişi, yenemeyeceksen, yenmek, dediklerini, demek, yapmak, varlığını, varlık, sürdürmeni, sürdürmek, sağlıyabilir",1,
181659,Tatarın kılavuza ihtiyacı yok,#ERROR!,"# ""Yapacağı işi çok iyi bilen kimselere başkalarının yardım etmesi gerekmez"" anlamında bir söz.","yapacağı, işi, iş, iyi, bilen, kimselere, kimse, başkalarının, başka, yardım, etmesi, etmek, gerekmez, gerekmek, anlamında, anlam, bir, söz","yapacağı, işi, iş, iyi, bilen, kimselere, kimse, başkalarının, başka, yardım, etmesi, etmek, gerekmez, gerekmek",1,
313100,Tatlı dil yılanı deliğinden çıkarır,"Tatlı Dil Yılanı Deliğinden Çıkarır 
Ama Bazı İnsanlar Hep Ters İşlerle

== [[Türkçenin|Türkçe]] ==

===Atasözü===
{{tr-atasözü}}
# Gönül alıcı, [[okşayıcı]] sözlerle karşımızdakinin [[inat|inadı]] yenilebilir.

===Kaynakça===
{{Kaynak-TDK}}","# Gönül alıcı, okşayıcı sözlerle karşımızdakinin inadı yenilebilir. ","gönül, alıcı, okşayıcı, okşamak, sözlerle, söz, karşımızdakinin, karşı, inadı, inat, yenilebilir, yemek","gönül, alıcı, okşayıcı, okşamak, sözlerle, söz, karşımızdakinin, karşı, inadı, inat, yenilebilir, yenmek",1,
229979,Tatlı tatlı yemenin acı acı geğirmesi olur,#ERROR!,"# Sonunu düşünmeden hoşlandığı şeyleri yapan kişi, bir süre sonra bunun sıkıntısını çeker. ","sonunu, son, düşünmeden, düşünmek, hoşlandığı, hoşlanmak, şeyleri, şey, yapan, kişi, bir, süre, sonra, bunun, bun, sıkıntısını, sıkıntı, çeker","sonunu, son, düşünmeden, düşünmek, hoşlandığı, hoşlanmak, şeyleri, şey, yapan, kişi, bir, süre, sonra, bunun, sıkıntısını, sıkıntı, çeker",1,
229980,"Tatlı ye, tatlı söyle",#ERROR!,"# Dünyadaki şu konukluğumuzu neden kendimize zehir edelim? Özel yaşantımızda, çevremizekarşı davranışlarımızda da hep hoşa giden durumumuz olsun. ","dünyadaki, dünya, konukluğumuzu, konuk, kendimize, kendi, zehir, edelim, ede, özel, yaşantımızda, yaşantı, çevremizekarşı, davranışlarımızda, davranış, hoşa, hoş, giden, gide, durumumuz, durum, olsun, olmak","dünyadaki, dünya, konukluğumuzu, konuk, kendimize, kendi, zehir, edelim, etmek, özel, yaşantımızda, yaşantı, çevremize, karşı, davranışlarımızda, davranış, hoşa, hoş, giden, gitmek, durumumuz, durum, olsun, olmak",1,
229981,"Tatsız aşa tuz neylesin, akılsız başa söz neylesin",#ERROR!,# İşe yaramayan nesneyi küçük çabalarla bir şeye benzetmek boş olduğu gibi aptal kişiyi de sözle akıllandırmak olanaksızdır.,"i, şe, yaramayan, yaramak, nesneyi, nesne, küçük, çabalarla, çaba, bir, şeye, şey, benzetmek, boş, olduğu, olmak, aptal, kişiyi, kişi, sözle, söz, akıllandırmak, akıllanmak, olanaksızdır, olanak","işe, yaramayan, yaramak, nesneyi, nesne, küçük, çabalarla, çaba, bir, şeye, şey, benzetmek, boş, olduğu, olmak, aptal, kişiyi, kişi, sözle, söz, akıllandırmak, akıllanmak, olanaksızdır, olanak",1,
229983,"Tavşan dağa küsmüş, dağın haberi olmamış",#ERROR!,,,,0,
229984,"Tavşan dağda, suyu ateşte",#ERROR!,"# Durumları hiç değişmeyecekmiş gibi çalışmalarını sürdürenler, bilmelidirler ki güçlerini, canlarını her an yitirebilirler. ","durumları, durum, değişmeyecekmiş, değişmek, çalışmalarını, çalışmak, sürdürenler, sürmek, bilmelidirler, bilmek, güçlerini, güç, canlarını, can, an, anmak, yitirebilirler","durumları, durum, değişmeyecekmiş, değişmek, çalışmalarını, çalışmak, sürdürenler, sürdürmek, bilmelidirler, bilmek, güçlerini, güç, canlarını, can, an, yitirebilirler",1,
229982,"Tavşanı tazı tutar, çalımı avcı satar",#ERROR!,# Buyruğu altındaki kişinin yaptığı işi kendi başarısıymış gibi gösterip övünenler vardır.,"buyruğu, buyruk, altındaki, altın, kişinin, kişi, yaptığı, yapmak, işi, iş, kendi, başarısıymış, başarı, gösterip, övünenler, övünmek, vardır, varmak","buyruğu, buyruk, altındaki, alt, kişinin, kişi, yaptığı, yapmak, işi, iş, kendi, başarısıymış, başarı, gösterip, övünenler, övünmek, vardır, var",1,
229985,Tavuğun sadakası bir yumurta,#ERROR!,# Gücü büyük işler başarmaya yetmeyen ya da zengin olmayan kişilerden ancak küçükyardımlar beklenebilir.,"gücü, güç, büyük, işler, işlemek, başarmaya, başarmak, yetmeyen, yetmek, zengin, olmayan, olmak, kişilerden, kişi, ancak, küçükyardımlar, beklenebilir, bek","gücü, güç, büyük, işler, iş, başarmaya, başarmak, yetmeyen, yetmek, zengin, olmayan, olmak, kişilerden, kişi, ancak, küçük, yardımlar, beklenebilir, beklemek",1,
229089,Tavuk gelen yerden yumurta esirgenmez,#ERROR!,"# ""Kendisinden büyük yararlar umulan birine karşı ufak özverilerden kaçınılmaz."" anlamında bir söz.","kendisinden, kendi, büyük, yararlar, yarar, umulan, umu, birine, biri, karşı, ufak, özverilerden, özveri, kaçınılmaz, anlamında, anlam, bir, söz","kendisinden, kendi, büyük, yararlar, yarar, umulan, ummak, birine, biri, karşı, ufak, özverilerden, özveri, kaçınılmaz",1,
211890,Tavuk kaza bakmış da kıçını yırtmış,#ERROR!,"# ""Başkalarından geri kalmamak için gücünü aşan işlere girişenler büyük zararlara uğrarlar."" anlamında bir söz.","başkalarından, başka, geri, kalmamak, kalmak, gücünü, güç, aşan, aşmak, işlere, iş, girişenler, büyük, zararlara, zarar, uğrarlar, anlamında, anlam, bir, söz","başkalarından, başka, geri, kalmamak, kalmak, gücünü, güç, aşan, aşmak, işlere, iş, girişenler, büyük, zararlara, zarar, uğrarlar",1,
229986,"Tayfanın akıllısı, geminin dümeninden uzak durur",#ERROR!,"# Akıllı işçi, beceremeyeceği yönetim işine el atmaz. ","akıllı, akıl, işçi, beceremeyeceği, becermek, yönetim, işine, iş, el, atmaz, atmak","akıllı, akıl, işçi, beceremeyeceği, becermek, yönetim, işine, iş, el, atmaz, atmak",0,
229987,Taze bardağın suyu soğuk olur,#ERROR!,"# Yaşayışına karışan yeni şeyler, yeni dostlar kişiye hoş görünür. ","yaşayışına, karışan, karışmak, yeni, şeyler, şey, yeni, dostlar, dost, kişiye, kişi, hoş, görünür","yaşayışına, karışan, karışmak, yeni, şeyler, şey, yeni, dostlar, dost, kişiye, kişi, hoş, görünür",0,
181660,Tebdil-i mekanda ferahlık vardır,#ERROR!,"# ""Bulunduğu mekanı değiştirmek kişiyi rahatlatır."" anlamında bir söz.","bulunduğu, bulunmak, mekanı, mekân, değiştirmek, değişmek, kişiyi, kişi, rahatlatır, rahatlamak, anlamında, anlam, bir, söz","bulunduğu, bulunmak, mekanı, mekân, değiştirmek, değişmek, kişiyi, kişi, rahatlatır, rahatlamak",1,"('Tebdili mekanda ferahlık var', 93, 229989)"
229989,Tebdili mekanda ferahlık var,#ERROR!,# İnsan yer değiştirince ferahlar.,"i, nsan, yer, yermek, değiştirince, değiştiri, ferahlar, ferah","insan, yer, değiştirince, değiştirmek, ferahlar, ferah",1,
229990,"Tedariksiz aptes bozmaya oturan, domalı domalı taş arar",#ERROR!,"# Gereken hazırlıkları yapmadan bir işe girişen kişi, çok sıkıntılı durumlarla karşılaşır. ","gereken, hazırlıkları, hazırlık, yapmadan, yapmak, bir, işe, işemek, girişen, kişi, sıkıntılı, sıkıntı, durumlarla, durum, karşılaşır, karşılaşmak","gereken, hazırlıkları, hazırlık, yapmadan, yapmak, bir, işe, iş, girişen, kişi, sıkıntılı, sıkıntı, durumlarla, durum, karşılaşır, karşılaşmak",1,
229992,Tek kanatla kuş uçmaz,#ERROR!,"# Öyle işler vardır ki, ancak bir yardımcı ile iş birliği yapılırsa başarılabilir. Yardımcısız yapılamaz.... ","öyle, işler, işlemek, vardır, varmak, ancak, bir, yardımcı, iş, birliği, birlik, yapılırsa, başarılabilir, yardımcısız, yardımcı, yapılamaz","öyle, işler, iş, vardır, var, ancak, bir, yardımcı, iş, birliği, birlik, yapılırsa, başarılabilir, yardımcısız, yardımcı, yapılamaz",1,
